paragraph,stemmed,tokenized
"You must not negotiate settle the claim or agree to pay any Legal Costs  Expenses incurred without Our written
agreement",you must not negoti settl the claim or agre to pay ani legal cost expens incur without our written agreement,"you must not negotiate settle the claim or agree to pay any Legal Costs   expense incur without our write 
 agreement"
"3	If You refuse to settle the claim following advice to do so from the Appointed Advisor We reserve the right to
refuse to pay any further Legal Costs  Expenses
Barrister’s Opinion
We may require You to obtain and pay for an opinion from a barrister if a dispute arises regarding the merits or value of the
claim If the opinion supports You then We will reimburse the reasonable costs of that opinion If that opinion conflicts with
advice obtained by Us then We will pay for a final opinion which shall be binding on You and Us this does not affect Your right",3 if you refus to settl the claim follow advic to do so from the appoint advisor we reserv the right to refus to pay ani further legal cost expens barrist opinion we may requir you to obtain and pay for an opinion from a barrist if a disput aris regard the merit or valu of the claim if the opinion support you then we will reimburs the reason cost of that opinion if that opinion conflict with advic obtain by us then we will pay for a final opinion which shall be bind on you and us this doe not affect your right,"3 	 if you refuse to settle the claim follow advice to do so from the Appointed Advisor we reserve the right to 
 refuse to pay any further Legal cost   expense 
 Barrister ’s opinion 
 we may require you to obtain and pay for an opinion from a barrister if a dispute arise regard the merit or value of the 
 claim if the opinion support you then we will reimburse the reasonable cost of that opinion if that opinion conflict with 
 advice obtain by we then we will pay for a final opinion which shall be bind on you and we this do not affect your right"
"under Arbitration below
Arbitration
If any dispute between You and Us arises from this Section of the Policy You can make a complaint to Us as described in
the complaints section of this Policy and We will try and resolve the matter if We are unable to satisfy Your concerns and the
matter can be dealt with by the Financial Ombudsman Service You can ask them to arbitrate over the complaint
If the dispute cannot be dealt with by the Financial Ombudsman Service it can be referred for independent arbitration to a
qualified person agreed upon by both parties
The loser of the dispute shall be liable to pay the costs incurred
If We fail to agree on a suitable person to arbitrate the matter We will ask the President of the relevant law society to nominate
The arbitration shall be subject to the Arbitration Acts and the arbitrator’s decision shall be binding on the parties
Acts of Parliament Statutory Instruments Civil Procedure Rules  Jurisdiction
All legal instruments and rules referred to within this Section of the Policy shall include equivalent legislation in Scotland and
any subsequent amendment or replacement legislation
This Policy will be governed by the law of England and Wales",under arbitr below arbitr if ani disput between you and us aris from this section of the polici you can make a complaint to us as describ in the complaint section of this polici and we will tri and resolv the matter if we are unabl to satisfi your concern and the matter can be dealt with by the financi ombudsman servic you can ask them to arbitr over the complaint if the disput cannot be dealt with by the financi ombudsman servic it can be refer for independ arbitr to a qualifi person agre upon by both parti the loser of the disput shall be liabl to pay the cost incur if we fail to agre on a suitabl person to arbitr the matter we will ask the presid of the relev law societi to nomin the arbitr shall be subject to the arbitr act and the arbitr decis shall be bind on the parti act of parliament statutori instrument civil procedur rule jurisdict all legal instrument and rule refer to within this section of the polici shall includ equival legisl in scotland and ani subsequ amend or replac legisl this polici will be govern by the law of england and wale,"under arbitration below 
 arbitration 
 if any dispute between you and we arise from this section of the policy you can make a complaint to we as describe in 
 the complaint section of this Policy and we will try and resolve the matter if we be unable to satisfy your concern and the 
 matter can be deal with by the Financial Ombudsman Service you can ask they to arbitrate over the complaint 
 if the dispute can not be deal with by the Financial Ombudsman Service it can be refer for independent arbitration to a 
 qualified person agree upon by both party 
 the loser of the dispute shall be liable to pay the cost incur 
 if we fail to agree on a suitable person to arbitrate the matter we will ask the President of the relevant law society to nominate 
 the arbitration shall be subject to the Arbitration Acts and the arbitrator ’s decision shall be bind on the party 
 act of Parliament Statutory Instruments Civil Procedure Rules   jurisdiction 
 all legal instrument and rule refer to within this section of the policy shall include equivalent legislation in Scotland and 
 any subsequent amendment or replacement legislation 
 this policy will be govern by the law of England and Wales"
"Extended Loss of Rental Income Section
Definitions
The following Definitions apply to this Section and shall keep the same meaning wherever they appear in the Section they
should also be read in conjunction with the General Definitions at the start of the Policy
Damage
Loss of or Damage to the Property used by You at the Premises for the purpose of the Business
Indemnity Period
The period beginning with the occurrence of the Damage and ending not later than the Maximum Indemnity Period thereafter
during which the results of the Business shall be affected in consequence thereof
Maximum Indemnity Period
The period stated in the Schedule unless amended in any Additional Contingency
Rent Receivable
The Money paid or payable to You by tenants for rental of the Premises and for the services provided in connection with the
Business at the Premises
Estimated Rent Receivable
The amount declared by You to Us as representing not less than the Rent Receivable which it is anticipated will be earned
by the Business during the financial year most nearly concurrent with the Period of Insurance or a proportionately increased
multiple thereof where the Maximum Indemnity Period exceeds twelve months",extend loss of rental incom section definit the follow definit appli to this section and shall keep the same mean wherev they appear in the section they should also be read in conjunct with the general definit at the start of the polici damag loss of or damag to the properti use by you at the premis for the purpos of the busi indemn period the period begin with the occurr of the damag and end not later than the maximum indemn period thereaft dure which the result of the busi shall be affect in consequ thereof maximum indemn period the period state in the schedul unless amend in ani addit conting rent receiv the money paid or payabl to you by tenant for rental of the premis and for the servic provid in connect with the busi at the premis estim rent receiv the amount declar by you to us as repres not less than the rent receiv which it is anticip will be earn by the busi dure the financi year most near concurr with the period of insur or a proportion increas multipl thereof where the maximum indemn period exceed twelv month,"Extended Loss of Rental Income Section 
 definition 
 the follow definition apply to this section and shall keep the same meaning wherever they appear in the section they 
 should also be read in conjunction with the General Definitions at the start of the Policy 
 damage 
 Loss of or damage to the property use by you at the Premises for the purpose of the Business 
 Indemnity Period 
 the period begin with the occurrence of the Damage and end not later than the Maximum Indemnity Period thereafter 
 during which the result of the business shall be affect in consequence thereof 
 Maximum Indemnity Period 
 the period state in the Schedule unless amend in any additional Contingency 
 Rent Receivable 
 the money pay or payable to you by tenant for rental of the Premises and for the service provide in connection with the 
 Business at the Premises 
 estimated Rent Receivable 
 the amount declare by you to we as represent not less than the Rent Receivable which it be anticipate will be earn 
 by the Business during the financial year most nearly concurrent with the Period of Insurance or a proportionately increase 
 multiple thereof where the Maximum Indemnity Period exceed twelve month"
"the Business and for variations in or other
circumstances affecting the Business either
before or after the Damage or which would",the busi and for variat in or other circumst affect the busi either befor or after the damag or which would,"the Business and for variation in or other 
 circumstance affect the business either 
 before or after the damage or which would"
"Standard Rent Receivable
The Rent Receivable during that period in the twelve
months immediately before the date of the Damage
which corresponds with the Indemnity Period",standard rent receiv the rent receiv dure that period in the twelv month immedi befor the date of the damag which correspond with the indemn period,"Standard Rent Receivable 
 the Rent Receivable during that period in the twelve 
 month immediately before the date of the damage 
 which correspond with the Indemnity Period"
"have affected the Business had the Damage
not occurred so that the figures thus adjusted
shall represent as nearly as may be reasonably
practicable the results which but for the
Damage would have been obtained during the
relative period after the Damage",have affect the busi had the damag not occur so that the figur thus adjust shall repres as near as may be reason practic the result which but for the damag would have been obtain dure the relat period after the damag,"have affect the Business have the damage 
 not occur so that the figure thus adjust 
 shall represent as nearly as may be reasonably 
 practicable the result which but for the 
 Damage would have be obtain during the 
 relative period after the damage"
"Cover
In respect of each item in the Schedule We will indemnify You in respect of loss resulting from interruption of or interference
with the Business carried on by You at the Premises in consequence of Damage occurring during the Period of Insurance
caused by the operation of a Contingency under the Property Damage Section of the Policy unless otherwise stated in the
Schedule
Provided that
1	payment shall have been made or liability admitted for the Damage under an insurance covering Your interest in
the Property
		or
2	payment would have been made or liability admitted for the Damage but for the operation of a provision in such
insurance excluding liability for losses below a specified amount
Limit of Liability
Our liability under this Section shall not exceed
Arch Residential Property Owners 1910",cover in respect of each item in the schedul we will indemnifi you in respect of loss result from interrupt of or interfer with the busi carri on by you at the premis in consequ of damag occur dure the period of insur caus by the oper of a conting under the properti damag section of the polici unless otherwis state in the schedul provid that 1 payment shall have been made or liabil admit for the damag under an insur cover your interest in the properti or 2 payment would have been made or liabil admit for the damag but for the oper of a provis in such insur exclud liabil for loss below a specifi amount limit of liabil our liabil under this section shall not exceed arch residenti properti owner 1910,"cover 
 in respect of each item in the Schedule we will indemnify you in respect of loss result from interruption of or interference 
 with the Business carry on by you at the Premises in consequence of damage occur during the Period of Insurance 
 cause by the operation of a Contingency under the Property Damage Section of the Policy unless otherwise state in the 
 Schedule 
 provide that 
 1 	 payment shall have be make or liability admit for the damage under an insurance cover your interest in 
 the property 
		 or 
 2 	 payment would have be make or liability admit for the damage but for the operation of a provision in such 
 insurance exclude liability for loss below a specify amount 
 Limit of Liability 
 our liability under this section shall not exceed 
 Arch Residential Property Owners 1910"
100 of the Sum Insured shown in the Schedule for each other item or Extension stated in the Schedule,100 of the sum insur shown in the schedul for each other item or extens state in the schedul,100 of the Sum Insured show in the Schedule for each other item or Extension state in the schedule
"Unless otherwise agreed by Us
Basis of Settlement
The following items of settlement apply only if the paragraph title appears in the Schedule
Rent Receivable or Estimated Rent Receivable
The insurance under this item is limited to 1 loss of Rent Receivable and 2 increase in cost of working and the amount
payable as indemnity thereunder shall be
1	in respect of the loss of Rent Receivable
		the amount by which the Rent Receivable during the Indemnity Period shall fall short of the Standard Rent
Receivable in consequence of the Damage
2",unless otherwis agre by us basi of settlement the follow item of settlement appli onli if the paragraph titl appear in the schedul rent receiv or estim rent receiv the insur under this item is limit to 1 loss of rent receiv and 2 increas in cost of work and the amount payabl as indemn thereund shall be 1 in respect of the loss of rent receiv the amount by which the rent receiv dure the indemn period shall fall short of the standard rent receiv in consequ of the damag 2,"unless otherwise agree by Us 
 Basis of Settlement 
 the follow item of settlement apply only if the paragraph title appear in the Schedule 
 Rent Receivable or estimated Rent Receivable 
 the insurance under this item be limit to 1 loss of Rent Receivable and 2 increase in cost of work and the amount 
 payable as indemnity thereunder shall be 
 1 	 in respect of the loss of Rent Receivable 
		 the amount by which the Rent Receivable during the Indemnity Period shall fall short of the Standard Rent 
 Receivable in consequence of the damage 
 2"
"		the additional expenditure necessarily and reasonably incurred for the sole purpose of avoiding or diminishing
the loss of Rent Receivable which but for the expenditure would have taken place during the Indemnity Period in
consequence of the Damage but not exceeding the amount of the reduction in Rent Receivable thereby avoided
less any sum saved during the Indemnity Period in respect of such of the expenses and charges payable out of Rent
Receivable as may cease or be reduced in consequence of the Damage
If the Sum Insured by the item on Rent Receivable be less than the Annual Rent Receivable or at a proportionately increased
multiple thereof where the Maximum lndemnity Period exceeds twelve months the amount payable shall be proportionately
reduced
Prevention of Access
We will indemnify You in respect of Damage to Property in the vicinity of the Premises as a result of Damage caused by any
of the Contingencies insured under the Property Damage Section which prevents or hinders use of or access to the Premises
whether the Premises have been Damaged or not
The maximum We will pay is the Sum Insured as stated in the Schedule",the addit expenditur necessarili and reason incur for the sole purpos of avoid or diminish the loss of rent receiv which but for the expenditur would have taken place dure the indemn period in consequ of the damag but not exceed the amount of the reduct in rent receiv therebi avoid less ani sum save dure the indemn period in respect of such of the expens and charg payabl out of rent receiv as may ceas or be reduc in consequ of the damag if the sum insur by the item on rent receiv be less than the annual rent receiv or at a proportion increas multipl thereof where the maximum lndemniti period exceed twelv month the amount payabl shall be proportion reduc prevent of access we will indemnifi you in respect of damag to properti in the vicin of the premis as a result of damag caus by ani of the conting insur under the properti damag section which prevent or hinder use of or access to the premis whether the premis have been damag or not the maximum we will pay is the sum insur as state in the schedul,"		 the additional expenditure necessarily and reasonably incur for the sole purpose of avoid or diminish 
 the loss of Rent Receivable which but for the expenditure would have take place during the Indemnity Period in 
 consequence of the damage but not exceed the amount of the reduction in Rent Receivable thereby avoid 
 less any sum save during the Indemnity Period in respect of such of the expense and charge payable out of Rent 
 Receivable as may cease or be reduce in consequence of the damage 
 if the Sum insure by the item on Rent Receivable be less than the Annual Rent Receivable or at a proportionately increase 
 multiple thereof where the Maximum lndemnity Period exceed twelve month the amount payable shall be proportionately 
 reduce 
 Prevention of Access 
 we will indemnify you in respect of damage to property in the vicinity of the Premises as a result of Damage cause by any 
 of the Contingencies insure under the Property Damage Section which prevent or hinder use of or access to the Premises 
 whether the Premises have be damage or not 
 the maximum we will pay be the Sum Insured as state in the schedule"
"Section Extensions
Auditors and Professional Accountants and Legal Fees
Included within the Rent Receivable or Estimated Rent Receivable item is an allowance for auditors professional accountants
and solicitors reasonable charges for
1",section extens auditor and profession account and legal fee includ within the rent receiv or estim rent receiv item is an allow for auditor profession account and solicitor reason charg for 1,"Section Extensions 
 Auditors and Professional Accountants and Legal Fees 
 include within the Rent Receivable or estimated Rent receivable item be an allowance for auditor professional accountant 
 and solicitor reasonable charge for 
 1"
determining Your contractual rights under any rent cessor clause or insurance break clause contained in the lease,determin your contractu right under ani rent cessor claus or insur break claus contain in the leas,determine your contractual right under any rent cessor clause or insurance break clause contain in the lease
"The maximum We will pay for any claim including auditors and professional accountants and solicitors charges is the Sum
Insured
Buildings Awaiting Sale
If at the time of Damage You have contracted to sell Your interest in the Buildings and the sale is cancelled or delayed solely
due to the Damage We will pay at Your option either
1	The loss of Rent Receivable from the date of Damage until the Buildings would have been sold or the expiry of
the Indemnity Period if earlier or
2	The loss in respect of interest from the date the Buildings would have been sold if the Damage had not occurred
to the actual date of sale or the expiry of the Indemnity Period if earlier The loss in respect of interest being
a",the maximum we will pay for ani claim includ auditor and profession account and solicitor charg is the sum insur build await sale if at the time of damag you have contract to sell your interest in the build and the sale is cancel or delay sole due to the damag we will pay at your option either 1 the loss of rent receiv from the date of damag until the build would have been sold or the expiri of the indemn period if earlier or 2 the loss in respect of interest from the date the build would have been sold if the damag had not occur to the actual date of sale or the expiri of the indemn period if earlier the loss in respect of interest be a,"the maximum we will pay for any claim include auditor and professional accountant and solicitor charge be the Sum 
 insure 
 building Awaiting Sale 
 if at the time of damage you have contract to sell your interest in the Buildings and the sale be cancel or delay solely 
 due to the damage we will pay at your option either 
 1 	 the loss of Rent Receivable from the date of damage until the Buildings would have be sell or the expiry of 
 the Indemnity Period if early or 
 2 	 the loss in respect of interest from the date the Buildings would have be sell if the damage have not occur 
 to the actual date of sale or the expiry of the Indemnity Period if early the loss in respect of interest be 
 a"
"The actual interest incurred on capital borrowed solely to offset in whole or in part the loss of use of the
sale proceeds for the purpose of financing the Business",the actual interest incur on capit borrow sole to offset in whole or in part the loss of use of the sale proceed for the purpos of financ the busi,"the actual interest incur on capital borrow solely to offset in whole or in part the loss of use of the 
 sale proceed for the purpose of finance the business"
"b	The investment interest lost to You on any balance of the sale proceeds after deduction of any capital
borrowed as provided for under paragraph a above",b the invest interest lost to you on ani balanc of the sale proceed after deduct of ani capit borrow as provid for under paragraph a abov,"b 	 the investment interest lose to you on any balance of the sale proceed after deduction of any capital 
 borrow as provide for under paragraph a above"
"Less any amount of Rent Receivable
We will also pay with Our written consent Additional expenditure being the expenditure necessarily and reasonably incurred
during the Indemnity Period following Damage solely to avoid or minimise the loss payable under a and b above
Capital Additions Rent Receivable
We will pay for loss of Rent Receivable for any newly acquired or newly erected Buildings or alterations additions or
extensions to Buildings covered under the Property Damage Section that is not otherwise insured
Provided that
a	the most We will pay at one situation is 10 of the Sum Insured under this Section up to a maximum of £100000
during any one Period of Insurance
b	You must tell Us as soon as possible of any extension of cover as detailed above and take out insurance cover
from the date Our liability commenced
Contracting Purchaser’s Interest
Between You contracting to sell Your interest in any of the Premises and the completion of the purchase by a third party if
Damage occurs which is not otherwise insured by the third party on completion the third party will be entitled to benefit under
this Section without prejudice to the rights and liabilities of You or Us
Cost of reletting
We will pay costs that You necessarily and reasonably incur in reletting the Premises including legal fees solely in
consequence of Damage The maximum We will pay is the Sum Insured in respect of the Buildings affected by the Damage
Inadvertent Failure to Insure
Buildings owned by You in Great Britain Northern Ireland the Channel Islands or the Isle of Man for which You have an
obligation to insure whether owned or leased to You but which have inadvertently been left uninsured
The maximum We will pay at any one Premises is £100000 in respect of loss of Rent Receivable
You must advise Us in writing immediately You become aware of a Premises inadvertently left uninsured and pay the
appropriate premium due from the date the insurance becomes Your responsibility
You must carry out at not less than twelve months intervals a check of all properties owned or leased by You and for which You
are responsible to ensure that effective insurance is in force on each of them
We will not indemnify You in respect of
1",less ani amount of rent receiv we will also pay with our written consent addit expenditur be the expenditur necessarili and reason incur dure the indemn period follow damag sole to avoid or minimis the loss payabl under a and b abov capit addit rent receiv we will pay for loss of rent receiv for ani newli acquir or newli erect build or alter addit or extens to build cover under the properti damag section that is not otherwis insur provid that a the most we will pay at one situat is 10 of the sum insur under this section up to a maximum of £100000 dure ani one period of insur b you must tell us as soon as possibl of ani extens of cover as detail abov and take out insur cover from the date our liabil commenc contract purchas interest between you contract to sell your interest in ani of the premis and the complet of the purchas by a third parti if damag occur which is not otherwis insur by the third parti on complet the third parti will be entitl to benefit under this section without prejudic to the right and liabil of you or us cost of relet we will pay cost that you necessarili and reason incur in relet the premis includ legal fee sole in consequ of damag the maximum we will pay is the sum insur in respect of the build affect by the damag inadvert failur to insur build own by you in great britain northern ireland the channel island or the isl of man for which you have an oblig to insur whether own or leas to you but which have inadvert been left uninsur the maximum we will pay at ani one premis is £100000 in respect of loss of rent receiv you must advis us in write immedi you becom awar of a premis inadvert left uninsur and pay the appropri premium due from the date the insur becom your respons you must carri out at not less than twelv month interv a check of all properti own or leas by you and for which you are respons to ensur that effect insur is in forc on each of them we will not indemnifi you in respect of 1,"less any amount of Rent Receivable 
 we will also pay with our write consent additional expenditure be the expenditure necessarily and reasonably incur 
 during the Indemnity Period follow damage solely to avoid or minimise the loss payable under a and b above 
 Capital Additions Rent Receivable 
 we will pay for loss of Rent Receivable for any newly acquire or newly erect Buildings or alteration addition or 
 extension to building cover under the Property Damage Section that be not otherwise insure 
 provide that 
 a 	 the most we will pay at one situation be 10 of the Sum Insured under this section up to a maximum of £ 100000 
 during any one Period of Insurance 
 b 	 you must tell we as soon as possible of any extension of cover as detailed above and take out insurance cover 
 from the date our liability commence 
 contract purchaser ’s interest 
 between you contract to sell your interest in any of the Premises and the completion of the purchase by a third party if 
 damage occur which be not otherwise insure by the third party on completion the third party will be entitle to benefit under 
 this section without prejudice to the right and liability of you or we 
 cost of relette 
 we will pay cost that you necessarily and reasonably incur in relette the Premises include legal fee solely in 
 consequence of Damage the maximum we will pay be the Sum Insured in respect of the building affect by the Damage 
 Inadvertent Failure to insure 
 building own by you in Great Britain Northern Ireland the Channel Islands or the Isle of Man for which you have an 
 obligation to insure whether own or lease to you but which have inadvertently be leave uninsured 
 the maximum we will pay at any one Premises be £ 100000 in respect of loss of Rent Receivable 
 you must advise we in write immediately you become aware of a Premises inadvertently leave uninsured and pay the 
 appropriate premium due from the date the insurance become your responsibility 
 you must carry out at not less than twelve month interval a check of all property own or lease by you and for which you 
 be responsible to ensure that effective insurance be in force on each of they 
 we will not indemnify you in respect of 
 1"
"Subrogation Waiver
In the event of a claim arising under this Section We agree to waive any rights remedies or relief to which We might become
entitled by subrogation against
1",subrog waiver in the event of a claim aris under this section we agre to waiv ani right remedi or relief to which we might becom entitl by subrog against 1,"Subrogation Waiver 
 in the event of a claim arise under this section we agree to waive any right remedy or relief to which we might become 
 entitle by subrogation against 
 1"
any Company standing in the relationship of Parent to Subsidiary Subsidiary to Parent to You as defined in the,ani compani stand in the relationship of parent to subsidiari subsidiari to parent to you as defin in the,any Company stand in the relationship of Parent to Subsidiary Subsidiary to Parent to you as define in the
any Company which is a Subsidiary of a Parent Company of which You are a subsidiary in each case within the,ani compani which is a subsidiari of a parent compani of which you are a subsidiari in each case within the,any Company which be a Subsidiary of a Parent Company of which you be a subsidiary in each case within the
"Companies Acts or Companies NI Order as appropriate current at the time of Damage
meaning of the Companies Acts or Companies NI Order as appropriate current at the time of Damage
3	any tenant or lessee in respect of loss of Rent Receivable unless the loss of Rent Receivable is caused by a
criminal or malicious act of the tenant or lessee",compani act or compani ni order as appropri current at the time of damag mean of the compani act or compani ni order as appropri current at the time of damag 3 ani tenant or lesse in respect of loss of rent receiv unless the loss of rent receiv is caus by a crimin or malici act of the tenant or lesse,"company Acts or company NI Order as appropriate current at the time of damage 
 meaning of the Companies Acts or company NI Order as appropriate current at the time of damage 
 3 	 any tenant or lessee in respect of loss of Rent Receivable unless the loss of Rent Receivable be cause by a 
 criminal or malicious act of the tenant or lessee"
"Conditions
Automatic Reinstatement of Loss
Unless there is written notice by Us to the contrary in the event of Damage under this Section We shall automatically reinstate
the Sum Insured provided that You undertake to pay the appropriate additional premium
Arch Residential Property Owners 1910",condit automat reinstat of loss unless there is written notic by us to the contrari in the event of damag under this section we shall automat reinstat the sum insur provid that you undertak to pay the appropri addit premium arch residenti properti owner 1910,"condition 
 automatic Reinstatement of Loss 
 unless there be write notice by we to the contrary in the event of damage under this section we shall automatically reinstate 
 the Sum Insured provide that you undertake to pay the appropriate additional premium 
 Arch Residential Property Owners 1910"
"Cessation of Trading
This Section shall be avoided if the Business is wound up or carried on by a liquidator or receiver or permanently discontinued
at any time after the commencement of the Period of Insurance unless We give Our written consent
Payments on Account
Claims payments on account may be made to You during the Indemnity Period if required
Renewal
You will supply prior to each renewal the Estimated Rent Receivable for the financial year most closely corresponding to the
following Period of Insurance
Statutory Inspection of Plant
Any item of plant or machinery belonging to You or under Your control which requires to be examined to comply with any
Statutory Regulations must be inspected in accordance with such Regulations Failure to comply with this will invalidate cover
in respect of an explosion originating within and causing Damage to the item of Plant
Value Added Tax
To the extent that You are accountable to the tax authorities for Value Added Tax all terms in this Section shall be exclusive of
such tax",cessat of trade this section shall be avoid if the busi is wound up or carri on by a liquid or receiv or perman discontinu at ani time after the commenc of the period of insur unless we give our written consent payment on account claim payment on account may be made to you dure the indemn period if requir renew you will suppli prior to each renew the estim rent receiv for the financi year most close correspond to the follow period of insur statutori inspect of plant ani item of plant or machineri belong to you or under your control which requir to be examin to compli with ani statutori regul must be inspect in accord with such regul failur to compli with this will invalid cover in respect of an explos origin within and caus damag to the item of plant valu ad tax to the extent that you are account to the tax author for valu ad tax all term in this section shall be exclus of such tax,"cessation of Trading 
 this section shall be avoid if the Business be wind up or carry on by a liquidator or receiver or permanently discontinue 
 at any time after the commencement of the Period of Insurance unless we give our write consent 
 payment on Account 
 claim payment on account may be make to you during the Indemnity Period if require 
 Renewal 
 you will supply prior to each renewal the estimate Rent Receivable for the financial year most closely correspond to the 
 follow Period of insurance 
 Statutory Inspection of Plant 
 any item of plant or machinery belong to you or under your control which require to be examine to comply with any 
 Statutory Regulations must be inspect in accordance with such Regulations Failure to comply with this will invalidate cover 
 in respect of an explosion originate within and cause damage to the item of plant 
 value add tax 
 to the extent that you be accountable to the tax authority for Value add Tax all term in this section shall be exclusive of 
 such tax"
"Additional Contingencies
Public Utilities – Water Gas or Electricity
We will indemnify You in respect of interruption or interference with the Business as a result of accidental failure of Your public
supply of electricity gas or water at the terminal ends of Your suppliers service feeders to the Premises
We will not indemnify You in respect of
1",addit conting public util – water gas or electr we will indemnifi you in respect of interrupt or interfer with the busi as a result of accident failur of your public suppli of electr gas or water at the termin end of your supplier servic feeder to the premis we will not indemnifi you in respect of 1,"additional contingency 
 Public Utilities – Water Gas or Electricity 
 we will indemnify you in respect of interruption or interference with the Business as a result of accidental failure of your public 
 supply of electricity gas or water at the terminal end of your supplier service feeder to the Premises 
 we will not indemnify you in respect of 
 1"
"2	a deliberate act of the supply undertaking unless for the sole purpose of safeguarding life or protecting any part of
the supply undertaking system
3",2 a deliber act of the suppli undertak unless for the sole purpos of safeguard life or protect ani part of the suppli undertak system 3,"2 	 a deliberate act of the supply undertaking unless for the sole purpose of safeguard life or protect any part of 
 the supply undertake system 
 3"
accidental failure caused by the exercise of any supply authority’s power to withdraw or restrict supply or services,accident failur caus by the exercis of ani suppli author power to withdraw or restrict suppli or servic,accidental failure cause by the exercise of any supply authority ’s power to withdraw or restrict supply or service
"The maximum We will pay under this Additional Contingency is £50000 in respect of any one loss unless otherwise stated in
the Schedule
Telecommunications
We will indemnify You in respect of interruption or interference with the Business as a result of accidental failure of the public
supply of telecommunication services at the incoming line terminals or receivers at the Premises
We will not indemnify You in respect of accidental failure
1",the maximum we will pay under this addit conting is £50000 in respect of ani one loss unless otherwis state in the schedul telecommun we will indemnifi you in respect of interrupt or interfer with the busi as a result of accident failur of the public suppli of telecommun servic at the incom line termin or receiv at the premis we will not indemnifi you in respect of accident failur 1,"the maximum we will pay under this additional Contingency be £ 50000 in respect of any one loss unless otherwise state in 
 the Schedule 
 Telecommunications 
 we will indemnify you in respect of interruption or interference with the Business as a result of accidental failure of the public 
 supply of telecommunication service at the incoming line terminal or receiver at the premise 
 we will not indemnify you in respect of accidental failure 
 1"
"2	caused by any industrial action or other deliberate act of the supply undertaking unless for the sole purpose of
safeguarding life or protecting any part of the supply undertaking system
3",2 caus by ani industri action or other deliber act of the suppli undertak unless for the sole purpos of safeguard life or protect ani part of the suppli undertak system 3,"2 	 cause by any industrial action or other deliberate act of the supply undertaking unless for the sole purpose of 
 safeguard life or protect any part of the supply undertake system 
 3"
"4	caused by atmospheric or other weather conditions unless equipment has been Damaged caused by those
conditions
5",4 caus by atmospher or other weather condit unless equip has been damag caus by those condit 5,"4 	 cause by atmospheric or other weather condition unless equipment have be damage cause by those 
 condition 
 5"
"The maximum We will pay under this Additional Contingency is £50000 in respect of any one loss unless otherwise stated in
the Schedule
Public Emergency
We will indemnify You in respect of loss resulting from interruption or interference with the Business as a result of the actions
or advice of a government or local authority due to an emergency likely to endanger life or property in the vicinity of the
Premises which prevents or hinders the use of or access to the Premises excluding
1",the maximum we will pay under this addit conting is £50000 in respect of ani one loss unless otherwis state in the schedul public emerg we will indemnifi you in respect of loss result from interrupt or interfer with the busi as a result of the action or advic of a govern or local author due to an emerg like to endang life or properti in the vicin of the premis which prevent or hinder the use of or access to the premis exclud 1,"the maximum we will pay under this additional Contingency be £ 50000 in respect of any one loss unless otherwise state in 
 the Schedule 
 public emergency 
 we will indemnify you in respect of loss result from interruption or interference with the Business as a result of the action 
 or advice of a government or local authority due to an emergency likely to endanger life or property in the vicinity of the 
 Premises which prevent or hinder the use of or access to the Premises exclude 
 1"
"a Notifiable Human Infectious or Contagious Disease as defined in the current legislation occurring at the
Premises",a notifi human infecti or contagi diseas as defin in the current legisl occur at the premis,"a notifiable Human infectious or Contagious Disease as define in the current legislation occur at the 
 Premises"
